person_id,glasses,beard,moustache,poses,gender,race
00852,No,No,No,"fb,pl,hr,hl,fa,pr",Male,White
00202,No,No,No,"hl,fb,fa,pl,pr,hr",Female,White
00712,No,No,No,"pr,rb,rc,hr,pl,ql,fa,hl,qr,fb,ra",Male,Asian
00098,No,No,No,"pl,pr,fa,hr,fb",Female,Black
00428,No,No,No,"hl,hr,pl,fb,fa,pr",Female,White
00786,No,No,No,"hl,rc,pl,hr,ra,fb,pr,fa,qr,rb,ql",Female,Black
00244,No,No,No,"fb,hl,pr,fa,pl",Female,Black
00633,No,No,No,"rd,pr,hl,fa,ql,rc,re,pl,hr,qr,fb",Female,Asian
00461,Yes,No,No,"a,fb,hr,hl,pr,fa,pl",Male,Asian
00660,No,No,No,"hr,pl,re,fa,ra,rc,hl,qr,pr,rd,ql,rb,fb",Male,White
00607,No,No,No,"pl,rb,ra,ql,hr,hl,pr,fa,qr,fb,rc",Female,White
00268,No,No,No,"pr,ql,pl,rc,fb,hl,re,qr,hr,ra,fa,rb",Male,White
00156,Yes,No,No,a,Male,Asian
00666,No,No,No,"qr,re,fa,ql,hr,pr,fb,rc,pl,hl,rd",Male,Hispanic
00079,Yes,No,No,a,Male,White
00364,No,No,No,"hr,pr,pl,fa,hl",Male,White
00438,No,No,No,"pr,pl,hl,fb,fa,hr",Female,White
00571,No,No,No,"hr,fa,qr,fb,pr,hl,re,rd,rc,ql,pl",Female,Asian
00427,No,No,No,"pl,hr,hl,fa,pr,fb",Female,White
00601,No,No,Yes,"pr,hl,fa,qr,rb,rc,fb,ql,ra,pl,hr",Male,Asian
00278,No,No,No,"hr,pr,pl,hl,fa,fb",Female,White
00036,Yes,No,No,a,Male,White
00979,No,No,No,"ql,hr,pl,pr,qr,hl,fb,rc,rd,re,fa",Male,Asian
00139,No,No,No,"fb,pr,fa,hl,pl",Male,Asian
00857,No,No,No,"fb,fa,hr,pr,pl,hl",Male,Black
00247,No,No,Yes,"fa,pl,fb,hr,hl,rc,pr,qr,re,rd,ql",Male,Asian
00448,No,No,No,"hr,fb,fa,pl,pr,hl",Female,White
00882,No,No,Yes,"rc,pr,hr,fb,rd,qr,ql,hl,re,fa,pl",Male,White
00963,No,No,No,"hl,pr,hr,ql,qr,fa,rc,ra,rb,pl,fb",Female,Black
00699,No,No,No,"fb,hl,qr,rb,pl,hr,ra,ql,pr,fa,rc",Female,Pacific
00580,No,No,Yes,"qr,rb,rc,ql,ra,pr,fa,pl,fb,hl,hr",Male,Asian
00711,No,No,Yes,"rc,pr,rd,hr,hl,pl,fb,re,ql,rb,qr,fa,ra",Male,White
00742,No,No,No,"fa,fb,rc,re,pr,rd,pl,ql,qr,hl,hr",Female,White
00165,Yes,No,No,a,Male,Asian
00288,No,No,No,"pr,hl,hr,pl,fa,fb",Female,Asian
00025,No,No,No,"fa,fb,hl,hr,pr",Male,Asian
00265,No,No,No,"fb,hl,hr,fa,pl,pr",Female,Asian
00677,No,No,No,"fa,fb,qr,rc,hr,ra,rb,ql,hl,pr,pl",Male,Black
00434,No,No,No,"fb,hr,pl,hl,pr,fa",Female,White
00913,No,No,No,"hl,ra,hr,fa,qr,rc,fb,pl,ql,pr",Male,Asian
00125,No,No,No,"fb,fa,hr,pl,pr",Female,White
00850,No,No,No,"hl,pl,pr,hr,fb,fa",Female,White
00458,No,No,No,"hr,hl,pr,fb,pl,fa",Female,White
00554,No,No,No,"pr,hl,hr,pl,qr,fa,ql,fb",Female,White
00479,No,No,No,"hl,hr,pl,fb,fa,qr,pr,ql",Female,White
00298,Yes,No,No,"a,fb,fa,pl,pr,hl,hr",Male,White
00243,No,No,No,"fa,pl,hr,fb,pr,hl",Female,Asian
00160,Yes,No,No,a,Male,Asian
00486,Yes,Yes,No,"fb,a,qr,hl,pl,ql,hr,pr,fa",Male,White
00199,No,No,No,"pl,fb,fa,hl,pr,hr",Male,White
00468,No,No,No,"hr,fb,pr,qr,ql,fa,rb,re,rc,pl,hl,ra,rd",Male,White
00451,No,No,No,"pl,hl,fb,pr,hr,fa",Female,White
00430,No,No,No,"fb,hr,hl,fa,pl,pr",Female,White
00539,No,No,No,"pl,fb,hr,hl,pr,qr,fa,ql",Male,White
00262,No,No,No,"hl,fa,fb,hr,pl,pr",Female,White
00772,No,No,No,"qr,pr,hl,hr,re,fb,fa,pl,ql,rc,ra,rb,rd",Male,White
00638,No,No,No,"fa,rb,qr,rc,ql,hl,re,pl,pr,hr,fb,ra,rd",Female,Asian
00770,Yes,Yes,No,"ql,qr,a,pl,fb,ra,fa,rb,rc,pr,rd,hl,re,hr",Male,White
00122,No,No,No,"pl,pr,fb,fa,hr",Male,Hispanic
00259,No,No,No,"fb,hl,pr,pl,fa",Female,White
00615,No,No,No,"pr,hr,ra,pl,ql,hl,fb,fa,qr,rc,rb",Male,White
00855,No,No,No,"hl,hr,pr,fa,pl,fb",Male,Asian
00561,Yes,No,No,"hr,fb,a,ql,pl,pr,fa,hl,qr",Male,White
00478,No,No,Yes,"qr,pr,ql,hl,fa,hr,pl,fb",Male,White
00715,No,No,Yes,"qr,ql,pl,fb,rc,hl,fa,pr,rd,hr,re",Male,Hispanic
00955,No,No,No,"hr,rc,qr,pr,ql,pl,fb,hl,rd,fa,re",Male,White
00624,No,No,Yes,"rd,fb,rc,hr,qr,fa,pl,pr,re,ql,hl",Male,Black
00894,No,No,No,"pl,rc,hr,pr,ra,qr,rb,fa,hl,ql,fb",Female,Hispanic
00573,No,No,No,"ql,qr,fa,pr,ra,rb,hr,hl,rc,fb,pl",Male,White
00648,No,No,No,"qr,re,pr,ql,fb,fa,hl,pl,ra,rb,hr,rc,rd",Female,Asian
00319,No,No,No,"pl,pr,hr,fb,hl,fa",Female,White
00010,No,No,No,"pr,fb,hr,fa,hl",Male,Asian
00536,No,No,No,"hr,pr,pl,ql,fa,fb,hl,qr",Male,White
00191,No,No,No,"fa,pl,hl,fb,hr,pr",Female,Asian
00744,No,No,Yes,"hl,fb,rd,pr,rc,ra,pl,ql,hr,re,qr,fa,rb",Male,White
00047,No,No,No,"pr,fb,hl,fa,pl",Female,Asian
00879,No,No,No,"re,ql,hr,qr,rd,fb,hl,fa,rc,pl,pr",Male,White
00488,Yes,Yes,No,"a,hr,hl,ql,fb,pl,qr,pr,fa",Male,Black
00039,No,No,No,"fa,fb,hr,hl,pr",Male,Asian
00893,No,No,No,"pl,ql,ra,rc,qr,fa,hr,rb,fb,hl,pr",Male,Asian
00701,No,No,No,"re,rc,ql,qr,rd,hr,fa,hl,fb,pr,pl",Male,White
00523,Yes,No,No,"fb,a,pr,fa,hl,ql,hr,qr,pl",Male,White
00350,No,No,No,"hl,pl,fb,hr,fa,pr",Female,White
00599,No,No,No,"qr,hr,pr,ql,fb,rc,pl,ra,fa,hl,rb",Female,Asian
00658,No,No,No,"hl,qr,rc,pr,hr,ra,ql,pl,fa,rb,fb",Male,White
00477,Yes,No,Yes,"pl,fb,hr,a,qr,hl,ql,fa,pr",Male,White
00843,Yes,No,No,a,Male,Asian
00416,No,No,No,"fa,pr,fb,hr,pl,hl",Female,White
00926,No,No,Yes,"pr,re,rd,qr,fa,rc,fb,hr,ql,pl,hl",Male,Asian
00620,No,No,No,"rb,hr,hl,rc,ql,pl,ra,qr,fb,pr,fa",Female,Asian
00939,No,No,No,"fb,pl,qr,hr,pr,ra,rc,rb,ql,hl,fa",Male,White
00292,Yes,No,No,"a,hl,fb,pr,hr,pl,fa",Female,White
00498,No,No,No,"pr,qr,hl,rc,pl,fa,ql,fb,ra,hr,rb",Female,White
00152,No,No,No,"pr,fa,pl,fb,hr",Male,White
00960,No,No,No,"pr,ql,fa,re,rc,rd,pl,hl,qr,hr,fb",Male,White
00612,No,No,No,"pr,re,pl,rc,hl,fb,qr,fa,rd,ql,hr",Male,White
00659,No,No,No,"qr,ra,rb,pr,fb,pl,ql,fa,hl,rc,hr",Male,White
00297,No,No,No,"hr,pl,pr,hl,fb,fa",Male,White
00668,No,No,No,"pr,hl,fa,rc,hr,fb,pl,ql,rb,ra,qr",Male,Asian
00064,No,No,No,"fa,fb,hr,pl,pr",Male,White
00379,No,No,No,"hr,pl,fb,hl,pr",Female,White
00085,No,No,No,"fa,hr,pl,pr,fb",Male,White
00441,No,No,No,"pl,pr,hr,fa,fb",Female,Asian
00719,No,No,No,"hl,fa,hr,pl,ql,rc,pr,rd,fb,qr,re",Female,White
00986,No,No,No,"fb,hl,pl,rb,pr,qr,rc,hr,ra,ql",Female,White
00200,No,No,No,"hr,hl,fa,pr,pl,fb",Male,White
00707,No,No,No,"rc,pr,fb,fa,hr,rd,hl,ql,qr,pl,re",Male,White
00934,No,No,No,"hl,hr,pr,fa,fb,ra,pl,qr,rc",Female,White
00184,No,No,No,"hl,fa,hr,pr,fb,pl",Male,Hispanic
00678,No,No,No,"re,qr,pl,rd,ql,rc,hr,pr,fb,hl,fa",Male,White
00439,No,No,No,"hr,fa,fb,pl,pr,hl",Female,White
00540,No,No,No,"hr,ql,fa,qr,hl,pl,fb,pr",Female,Black
00551,No,No,No,"fb,fa,ql,pr,pl,qr,hl,hr",Male,White
00356,No,No,No,"hl,fb,pr,pl,hr,fa",Female,Hispanic
00866,Yes,No,No,"fa,a,hr,pr,fb,pl,hl",Male,Asian
00183,No,No,Yes,"fa,pl,hr,fb,hl,pr",Male,Black
00999,No,No,No,"ql,hl,pr,hr,rb,ra,fb,fa,qr,rc",Male,White
00159,No,No,No,"fa,pl,hl,pr,fb",Male,Asian
00527,No,No,No,"fa,qr,hl,hr,fb,pl,pr",Male,White
00848,No,No,No,"pl,pr,hr,fb,fa,hl",Female,White
00810,No,No,No,"rc,pr,ra,fb,ql,hr,fa,hl,pl,re,qr,rb,rd",Male,Asian
00182,Yes,No,No,"a,fb,hl,pr,fa,hr,pl",Male,Asian
00133,No,No,No,"hr,fb,pr,fa,hl",Male,Asian
00642,No,No,No,"rc,ql,pr,hl,pl,hr,qr,ra,rb,fa,fb",Male,White
00688,No,No,No,"ql,fa,re,rd,hr,pl,pr,hl,qr,fb,rc",Male,Asian
00957,No,No,No,"rc,rb,ra,qr,ql,fb,pr,pl,hr,fa",Female,White
00236,Yes,No,No,a,Male,Asian
00502,Yes,No,No,"pr,pl,qr,a,fa,hr,fb,ql,hl",Male,White
00347,No,No,No,"pl,fa,hr,hl,fb,pr",Female,White
00181,No,No,No,"hr,fb,fa,pl,pr",Female,Black
00219,Yes,No,No,a,Female,Black
00453,Yes,No,No,"fa,hl,a,hr,fb,pl,pr",Male,Black
00120,No,No,No,"hr,pl,fa,pr,fb",Male,White
00858,No,No,No,"pr,fb,hl,hr,pl,fa",Female,White
00435,No,No,No,"pr,fa,fb,pl,hr,hl",Female,Pacific
00675,No,No,No,"pl,rd,re,ql,qr,hr,hl,fb,rc,fa,pr",Female,Asian
00254,No,No,No,"pl,ql,re,rd,fa,hl,hr,fb,qr,pr,rc",Female,Native
00779,No,No,No,"ql,qr,re,pr,hl,fb,ra,rb,pl,fa,hr,rd,rc",Female,White
00777,No,No,No,"pr,fa,fb,rc,re,ql,qr,hl,pl,rd,hr",Male,White
00535,Yes,No,Yes,"a,hr,qr,pr,hl,fa,ql,pl",Male,White
00775,No,No,No,"hl,hr,ra,rb,pr,qr,pl,rc,re,rd,ql,fb,fa",Male,White
00167,No,No,No,"hr,fa,pr,pl,fb",Male,Asian
00698,No,No,No,"pr,hl,fb,rc,fa,qr,pl,ql,hr,re,rd",Male,Asian
00403,No,No,No,"pr,pl,fa,hl,hr,fb",Female,White
00291,No,No,No,"pr,hr,fa,hl,pl,fb",Male,White
00104,No,No,No,"pr,pl,fa,hr,fb",Female,White
00374,No,No,No,"hl,fb,pr,hr,pl,fa",Female,Black
00730,No,No,No,"pl,hr,ra,fb,rd,fa,re,hl,pr,qr,rb,ql,rc",Female,White
00868,No,No,No,"hr,pr,fb,hl,pl,fa",Male,White
00597,No,No,No,"re,qr,ql,hl,hr,pr,fa,pl,rd,ra,fb,rc,rb",Male,White
00839,No,No,No,"pr,hl,fa,fb",Male,White
00431,Yes,No,No,"fb,pr,a,hl,fa,hr,pl",Female,White
00672,No,No,Yes,"fa,pl,re,pr,rc,hr,qr,ql,hl,rd,fb",Male,Asian
00176,No,No,No,"fa,pr,fb,pl,hr",Male,White
00686,No,Yes,No,"rb,hl,ra,fb,hr,pr,qr,fa,rc,pl",Male,Asian
00783,No,No,Yes,"ql,pl,rc,pr,hr,hl,rb,qr,ra,fb,fa",Male,White
00022,No,No,No,"hr,pr,hl,fa,fb",Male,Asian
00532,No,No,No,"hr,fb,pl,fa,hl,qr,pr,rd,re,rc,ql",Female,White
00878,No,No,No,"rb,pl,pr,ra,rc,fa,qr,ql,hl,fb,hr",Female,White
00619,No,No,No,"qr,hl,hr,pr,ql,fa,rc,re,pl,fb",Male,Pacific
00733,No,Yes,No,"pr,hr,pl,hl,qr,ql,rd,fa,fb,re,rb,rc,ra",Male,Asian
00310,No,No,No,"hl,hr,pl,fa,pr",Male,White
00056,No,No,No,"pl,hl,pr,fb,fa",Male,Asian
00541,No,No,No,"qr,pr,fa,ql,pl,hr,hl,fb",Female,White
00444,No,No,No,"hr,fa,pl,fb,hl,pr",Female,Native
00827,No,No,No,"fa,fb,pl,hl,hr,pr",Female,White
00217,Yes,No,No,a,Male,White
00888,No,No,Yes,"pl,fb,fa,rb,pr,ra,hr,rc,qr,ql,hl",Male,White
00564,No,No,No,"pr,hr,pl,hl,fa,rb,qr,rc,ra,fb,re,ql,rd",Female,Asian
00647,No,No,No,"qr,ra,ql,fa,rc,rb,fb,pr,pl,hr,hl",Female,White
00920,No,No,No,"pl,fb,rd,rc,hl,re,hr,qr,fa,ql,pr",Female,White
00037,Yes,No,Yes,a,Male,White
00171,No,No,No,"hr,pl,pr,fa,fb",Male,Asian
00736,No,No,No,"hr,fa,re,rd,pr,rc,fb,qr,rb,ql,hl,pl,ra",Male,White
00013,No,No,No,"pl,hr,pr,fa,fb,hl",Female,White
00898,No,Yes,No,"rc,hl,qr,fb,ql,pr,ra,pl,hr,rb,fa",Male,White
00052,No,No,No,"pl,fb,pr,fa,hl",Female,White
00562,No,No,No,"rb,pl,hr,qr,fb,rc,ra,ql,fa,pr,hl",Female,Asian
00290,No,No,No,"hl,fa,pr,pl,hr,fb",Female,Hispanic
00281,No,No,No,"fb,fa,hl,pr,hr,pl",Male,White
00106,Yes,No,No,a,Male,Asian
00616,No,No,No,"hl,ra,pr,ql,fb,rc,pl,hr,rb,fa,qr",Male,Asian
00073,No,No,No,"pr,fa,pl,hl,fb",Male,White
00500,No,No,No,"pl,rc,ql,fb,fa,qr,hl,hr,pr,ra,rb",Female,White
00155,No,No,No,"pl,hl,fb,fa,hr,pr",Male,White
00395,No,No,No,"hr,fa,pl,fb,hl,pr",Female,White
00634,No,No,No,"qr,hr,hl,ra,ql,rb,pr,rc,fa,pl,fb",Female,White
00393,Yes,No,No,"hl,a,fa,hr,pr,pl,fb",Female,White
00015,No,No,No,"fa,fb,pr,hl,hr",Male,White
00255,No,No,No,"hl,fb,fa,pl,hr,pr",Female,White
00391,No,No,No,"fb,pr,hr,fa,pl,hl",Female,White
00495,Yes,No,No,"a,pl,hl,fb,fa,qr,ql,hr,pr",Female,Black
00421,No,No,No,"hr,hl,fa,fb,pl,pr",Female,White
00115,No,No,No,"fb,pl,pr,fa,hr",Male,White
00355,No,No,No,"hl,pr,hr,pl,fb,fa",Male,White
00343,Yes,No,No,"fb,a,hr,fa,hl,pl,pr",Female,Hispanic
00754,No,No,No,"fa,hr,pr,fb,qr,rc,hl,rb,ra,pl,ql",Male,White
00663,No,No,No,"qr,hr,fb,pr,ql,hl,rc,fa,pl,rb,ra",Female,White
00531,Yes,No,No,"a,pl,qr,ql,ra,pr,hl,rc,fa,fb,rb,hr",Male,Black
00082,No,Yes,No,"pr,hr,pl,fb,fa",Male,White
00592,No,No,No,"qr,fb,fa,hl,ql,hr,rd,re,rc,pl",Male,White
00604,No,No,Yes,"pl,hr,rc,ra,hl,fb,qr,pr,rb,fa,rd,ql,re",Male,Asian
00556,Yes,No,No,"qr,a,b,c,pr,fa,hr,hl,pl,ql,fb",Female,White
00402,No,No,No,"hr,hl,fa,fb,pl,pr",Female,White
00613,No,No,No,"hr,pr,pl,ra,fb,rb,rc,hl,qr,ql",Male,White
00480,No,No,No,"hl,pr,hr,fb,pl,ql,fa,qr",Female,White
00161,Yes,No,No,a,Male,White
00436,No,No,No,"fa,pl,hl,fb,hr,pr",Female,Asian
00074,Yes,No,No,a,Male,White
00605,No,No,No,"pl,ql,pr,fa,rc,rb,hl,qr,fb,hr,ra",Female,Asian
00845,No,No,No,"fa,hr,hl,fb,pl,pr",Male,White
00705,No,No,No,"pl,hl,rc,rd,fa,ra,hr,pr,re,rb,ql,qr,fb",Female,Black
00945,No,No,No,"rb,qr,hr,ql,ra,pr,rc,fb,fa,pl,hl",Female,Black
00267,No,No,No,"pr,pl,hl,fa,fb,hr",Female,Asian
00993,No,No,No,"rc,ql,fa,hr,re,qr,rd,hl,pr,fb,pl",Female,White
00271,No,No,No,"fa,fb,pl,pr,hl,hr",Female,White
00060,No,No,No,"fa,pr,fb,hr,pl",Female,Asian
00944,No,No,No,"hl,rd,rc,fb,re,ql,fa,qr,hr,pl",Female,White
00194,No,No,No,"fb,pr,fa,hl,hr,pl",Female,White
00697,No,No,No,"qr,hl,rb,fb,hr,ra,ql,pr,fa,pl,rc",Male,White
01002,No,No,No,"hr,rb,ra,rc,pl,qr,pr,ql,fa,fb,hl",Male,White
00943,No,No,No,"pr,pl,hr,ra,hl,rb,ql,fa,fb,rc,qr",Female,White
00087,Yes,No,No,a,Female,White
00432,No,No,No,"fb,hr,pl,pr,hl,fa",Female,White
00942,No,Yes,No,"ql,hl,qr,pl,rd,fa,fb,pr,rc,hr,re",Male,White
00381,No,No,No,"pl,fa,fb,hl,pr,hr",Female,White
00670,No,No,No,"fb,pl,fa,hr,hl,ra,rb,rc,pr,qr,ql",Female,Hispanic
00411,No,No,No,"hr,fb,pr,pl,fa,hl",Female,White
00376,No,No,No,"fb,fa,hl,pl,hr,pr",Female,Black
00886,No,No,No,"hr,rc,hl,ql,qr,pl,fa,pr,fb,ra",Male,White
00264,No,No,No,"fb,pl,hl,hr,fa,pr",Female,White
00223,No,No,No,"hr,pl,fb,pr,fa,hl",Male,White
00521,Yes,No,No,"a,fb,pl,ql,qr,pr,hl,fa,hr",Male,White
00927,No,No,No,"rb,fa,hl,rc,pr,hr,qr,ql,pl,fb,ra",Female,White
00256,No,No,No,"hl,fb,rb,rc,qr,pl,re,ra,hr,fa,ql,pr,rd",Male,White
00317,No,No,No,"hl,hr,fb,pl,fa,pr",Female,Hispanic
00075,No,No,Yes,"pr,fb,pl,fa,hl",Male,White
01000,No,No,Yes,"ra,hr,pl,rc,fb,ql,hl,pr,fa,qr,rb",Male,White
00250,No,No,No,"pr,pl,hr,hl,fb,fa",Female,White
00114,No,No,No,"pr,pl,hl,fb,fa",Male,Hispanic
00384,No,No,No,"fa,pl,hl,hr,pr,fb",Female,Black
00283,Yes,Yes,Yes,"a,fb,hr,hl,pl,fa,pr",Male,White
00590,No,No,No,"ql,ra,qr,pl,fb,pr,rb,hr,hl,fa",Male,White
00747,No,No,Yes,"pr,hr,fa,ra,fb,re,hl,qr,rb,ql,pl,rd,rc",Male,White
00151,Yes,No,Yes,a,Male,White
00137,Yes,No,No,a,Male,White
00462,Yes,No,No,"fb,a,pl,fa,pr,hl,hr",Male,White
00289,Yes,No,Yes,"fb,fa,pl,a,hl,hr,pr",Male,White
00972,No,No,No,"re,rd,qr,pl,rc,hr,ql,hl,fb,fa,pr",Male,White
00322,No,No,No,"pr,hr,fa,fb,pl,hl",Male,Hispanic
00922,No,No,No,"qr,re,fa,ql,rc,rd,hr,pr,pl,fb,hl",Male,White
00860,No,No,No,"fa,fb,pr,pl,hr,hl",Male,White
00567,No,No,No,"hr,rc,pr,rb,fb,hl,ra,qr,pl,ql,fa",Male,Hispanic
00261,No,No,No,"hl,fa,hr,pl,pr,fb",Male,Asian
00553,Yes,No,No,"a,qr,pr,fa,ql,hl,hr,fb,pl",Male,White
00349,No,No,No,"fa,hl,pl,hr,pr,fb",Female,White
00997,No,No,No,"qr,ql,ra,rc,rb,pl,hl,fa,hr,fb,pr",Male,White
00306,No,No,No,"hr,pl,pr,hl,fa,fb",Female,White
00816,No,No,Yes,"pl,ql,fa,rd,qr,ra,hr,hl,pr,rc,re,fb,rb",Male,White
00170,No,No,No,"hr,pl,pr,fb,fa",Male,Asian
00387,Yes,No,No,"pr,hr,a,fa,hl,pl,fb",Female,Black
00454,No,No,No,"hl,hr,fb,pr,fa,pl",Female,Asian
00873,No,No,No,"pl,fa,fb,hl,hr,pr",Female,White
00503,Yes,No,Yes,"fa,fb,pl,a,pr,hr,hl,qr,ql",Male,White
00069,No,No,Yes,"hl,fa,fb,pl,pr",Male,Asian
00196,No,No,No,"fa,hr,fb,hl,pl,pr",Female,Asian
00425,No,No,No,"pr,hr,pl,fa,fb,hl",Female,White
00665,No,No,No,"ql,fb,ra,rc,rb,pl,pr,hr,hl,qr,fa",Female,White
00371,Yes,No,No,"pr,a,hl,pl,fa,fb,hr",Female,Black
00525,No,No,No,"hl,pr,fa,qr,pl,ql,hr,fb",Female,White
00765,No,No,No,"ra,pl,qr,ql,fb,pr,hr,rc,rb,hl,fa",Male,White
00401,No,No,No,"fa,hr,hl,fb,pr,pl",Female,White
00440,No,No,No,"hl,hr,fa,pl,fb,pr",Female,Pacific
00823,Yes,No,No,"pl,fb,hr,a,pr,fa,hl",Female,Asian
00304,No,No,No,"pr,pl,hl,fb,fa,hr",Male,White
00574,No,No,No,"hr,pl,hl,ql,pr,rd,fa,re,fb,rc,qr",Female,White
00076,No,No,No,"fa,fb,pl,hr,pr",Male,White
00969,No,No,No,"fa,qr,pl,rd,hr,hl,re,pr,fb,rc,ql",Female,White
01007,No,No,No,"pr,rc,ql,qr,rd,ra,pl,fa,fb,re,hr,rb,hl",Female,White
00129,No,No,No,"fa,pr,fb,pl,hr",Male,White
00780,No,No,No,"rd,ra,qr,pr,pl,fa,re,ql,fb,hl,hr,rc,rb",Female,White
00492,Yes,No,No,"pr,fa,qr,a,fb,pl,hr,ql,hl",Female,White
00352,No,No,No,"fb,pl,hl,hr,pr,fa",Female,White
00689,No,No,No,"fb,rc,hr,ra,pl,qr,fa,ql,pr,rb",Female,Asian
00812,No,No,No,"pl,fa,ra,qr,rc,pr,hr,ql,fb,hl,rb",Male,White
00511,No,No,Yes,"hr,pl,fa,fb,hl,pr,qr,ql",Male,White
00617,No,No,No,"qr,rc,re,rd,pl,ql,fa,pr,hr,fb,hl",Male,Asian
00007,Yes,No,No,a,Male,Asian
00020,No,No,No,"fb,fa,pr,hr,pl,hl",Female,Asian
00756,No,No,No,"fa,fb,qr,hr,rc,pr,rb,pl,hl,ql,ra",Male,White
00749,No,No,No,"hl,rb,rc,ql,hr,fa,ra,pr,qr,pl,fb",Male,White
00437,No,No,No,"pr,hr,hl,fa,pl,fb",Female,White
00360,No,No,No,"hr,fa,hl,pl,fb",Male,White
00141,No,No,No,"pr,hl,fa,fb,pl",Female,Asian
00644,No,No,No,"rc,hl,pr,fb,rb,qr,fa,hr,ra,pl,ql",Female,White
00469,No,No,No,"fb,ra,qr,fa,pl,hr,pr,hl,rc,rd,ql,re,rb",Female,White
00126,No,No,No,"fa,pl,fb,hr,pr",Female,White
00163,No,No,No,"hl,fb,pr,fa",Female,Asian
01005,No,No,No,"pl,hl,fb,rb,ra,fa,ql,pr,qr,rc,hr",Male,White
00636,No,No,No,"pl,ra,rc,fb,ql,hl,fa,rb,qr,hr,pr",Female,White
00867,Yes,No,No,"fb,hr,a,pl,fa,pr,hl",Male,Black
00630,No,No,No,"ql,fa,hl,pr,ra,pl,hr,fb,rc,re,qr,rd,rb",Female,Asian
00189,Yes,No,No,a,Male,Asian
00764,No,Yes,No,"pr,rc,ql,rb,fa,fb,pl,hl,re,qr,ra,hr,rd",Male,White
00251,No,No,No,"fb,fa,pr,hl,hr,pl",Male,White
00208,No,No,No,"hl,fa,pr,fb,pl,hr",Female,White
00483,No,No,No,"qr,ql,pl,hr,hl,pr,fa,fb",Female,White
00970,No,No,No,"rc,pl,pr,ql,hl,fa,ra,qr,hr,fb,rb",Female,White
00113,Yes,No,No,a,Male,White
00529,No,No,No,"pl,hr,ql,qr,pr,fa,fb,hl",Female,Black
00006,Yes,No,Yes,"fb,pr,a,pl,hr,fa",Male,White
00842,No,No,No,"fa,hr,fb,hl,pl,pr",Female,Asian
00249,Yes,No,No,a,Male,White
00433,No,No,No,"pl,hr,hl,fa,pr,fb",Female,White
00361,No,No,No,"fb,hr,pr,hl,fa,pl",Male,White
00891,No,No,No,"hl,fb,ra,ql,fa,rb,pl,rc,hr,qr,pr",Male,White
00198,No,No,No,"pr,hl,pl,fb,hr,fa",Female,Asian
00210,No,No,No,"hr,pr,hl,fa,pl,fb",Female,White
00309,No,No,No,"pl,fb,pr,fa,hl,hr",Male,White
01003,No,No,No,"rd,hr,pr,re,qr,fb,fa,pl,rc,hl,ql",Male,Hispanic
00550,Yes,No,Yes,"a,qr,pl,pr,hr,hl,fb,ql,fa",Male,White
00834,Yes,No,No,"fa,a,pl,hr,hl,pr,fb",Male,White
00084,No,No,No,"pl,fa,hr,pr,fb",Female,White
00576,No,No,No,"rc,fb,hl,ql,hr,rb,fa,pl,qr,ra,pr",Female,Hispanic
00869,No,No,Yes,"pl,hr,hl,pr,fb,fa",Male,Asian
00029,No,No,No,"ra,fb,fa,hl,ql,pr,pl,qr,re,hr,rd,rb,rc",Male,Asian
00145,No,No,No,"pl,fa,fb,pr,hl",Female,Hispanic
00385,No,No,No,"hl,fa,fb,hr,pl,pr",Female,White
00501,No,No,No,"qr,pr,rc,hr,re,pl,hl,rd,fb,fa,ql",Male,White
00005,No,No,No,"hl,fb,hr,fa,qr,pr,pl,rc,ql,rb,ra",Male,White
00820,Yes,No,No,"a,fa,hr,pl,pr,fb,hl",Male,Asian
00245,No,No,No,"pr,hr,pl,fb,hl,fa",Female,Asian
00485,Yes,No,No,"qr,a,fa,pr,ql,hr,fb,hl,pl",Female,White
00589,No,No,No,"qr,hl,fa,hr,pr,ql,re,rc,fb,rd,pl",Female,White
00954,No,No,No,"qr,rb,hr,pl,ra,rc,ql,pr,fa,hl,fb",Male,White
00105,No,No,No,"pr,hr,fa,pl,fb",Male,White
00345,No,No,No,"pl,hl,fa,hr,pr",Male,White
00456,No,No,No,"hl,pr,pl,fb,hr,fa",Female,White
00763,No,No,No,"pr,pl,re,rc,qr,fb,hr,ql,hl,ra,rb,fa,rd",Male,Asian
00929,No,No,Yes,"hl,rc,pr,pl,ra,ql,fb,rb,hr,qr",Male,Black
00872,No,No,No,"fb,hr,hl,pl,pr",Female,Other
00222,No,No,No,"pl,hr,fa,fb,hl,pr",Male,White
00732,Yes,No,No,"a,pl,fb,rc,hr,hl,ql,ra,pr,fa,qr,rb,rd,re",Male,Asian
00130,No,No,No,"fa,pl,fb,hr,pr",Female,Asian
00804,No,No,No,"pr,pl,hl,fa,rb,qr,ra,rc,fb,hr,ql",Female,White
00713,No,Yes,No,"rc,qr,pl,fb,re,ql,hr,hl,rd,ra,fa,pr",Male,White
00369,No,No,No,"pl,hr,fb,hl,pr,fa",Male,White
00408,No,No,No,"fa,hl,fb,pr,hr,pl",Female,White
00400,No,No,No,"pl,fb,hr,pr,hl,fa",Female,White
00057,No,No,No,"hr,fa,pr,fb,pl",Female,White
00241,Yes,No,No,a,Male,Asian
00709,No,No,No,"fb,qr,ql,hl,hr,fa,rc,pl,rd,re,pr",Female,Black
